position_id,portfolio_id,asset_id,region,exposure_value,return_rate,trade_date
2587,11,15,US,17263,0.03,04-11-2024
2588,15,3,Asia,568551.27,0.08,17-09-2025
2589,19,93,US,23378.94,0.1,03-10-2025
2590,7,70,US,114739.85,0.08,18-03-2025
2591,28,17,Europe,923757.39,0.12,08-03-2024
2592,43,26,LATAM,30534.33,0.1,14-04-2024
2593,5,21,US,35022.83,0.08,27-02-2024
2594,5,72,MENA,73789.77,0.11,26-07-2025
2595,30,21,MENA,30720.15,0.07,23-02-2024
2596,32,11,US,48305.26,0.1,28-10-2024
2597,8,38,Europe,140692.88,0.07,25-01-2025
2598,10,72,Europe,1113223.22,0.05,15-02-2025
2599,38,88,Asia,134907.21,0.09,08-04-2024
2600,47,35,LATAM,159802.68,0.06,24-09-2025
2601,32,14,Europe,488795.34,0.12,24-02-2025
2602,48,14,Asia,211605.69,0.08,26-08-2024
2603,28,10,MENA,3219822.96,0.07,05-09-2025
2604,17,12,MENA,30145.69,0.08,30-09-2025
2605,31,38,MENA,540524.44,0.13,11-01-2024
2606,8,34,US,1426619.2,0.05,09-04-2025
2607,40,41,LATAM,937576.89,0.12,28-01-2025
2608,25,10,Asia,275552.94,0.11,20-04-2025
2609,9,17,LATAM,741544.66,0.1,14-03-2025
2610,2,17,US,536108.68,0.1,27-09-2025
2611,15,67,Asia,53704.63,0.07,26-09-2025
2612,50,62,Asia,29629.99,0.05,13-04-2024
2613,3,95,Europe,537420.05,0.13,13-12-2024
2614,49,1,LATAM,1225730,0.11,27-01-2024
2615,36,12,LATAM,750562.07,0.05,09-04-2025
2616,4,4,Europe,61743.22,0.07,13-06-2025
2617,14,42,MENA,333243.27,0.09,02-12-2024
2618,41,13,US,376046.6,0.05,24-08-2025
2619,41,98,LATAM,154883.16,0.05,16-07-2024
2620,25,85,Europe,1636976.96,0.07,20-04-2024
2621,50,86,Asia,49430.97,0.12,15-04-2024
2622,10,4,Europe,15354.47,0.12,13-01-2024
2623,21,82,MENA,972114.38,0.09,01-09-2025
2624,36,69,US,139699.44,0.1,10-03-2024
2625,12,19,MENA,792766.36,0.08,30-08-2025
2626,27,2,Asia,1739165.98,0.09,17-07-2024
2627,40,12,Asia,306729.45,0.04,09-08-2025
2628,2,81,Asia,2297605.02,0.05,09-05-2024
2629,13,74,Asia,157484.14,0.08,05-06-2025
2630,32,98,Europe,52198.43,0.06,19-09-2024
2631,31,6,Asia,2854293.13,0.08,29-12-2024
2632,16,8,Asia,43882.3,0.07,07-03-2025
2633,32,51,Europe,25637.93,0.1,07-05-2025
2634,32,11,Asia,184498.65,0.06,27-09-2025
2635,34,63,MENA,3333038.65,0.04,31-03-2025
2636,11,57,MENA,91058.04,0.05,09-07-2024
2637,10,12,LATAM,316342.43,0.11,05-09-2024
2638,15,73,MENA,75812.51,0.09,20-05-2024
2639,17,2,US,360452.67,0.06,15-02-2024
2640,40,8,US,1377235.91,0.07,02-03-2024
2641,18,11,US,373037.16,0.1,10-05-2024
2642,9,53,Europe,111750.41,0.1,15-11-2024
2643,25,100,MENA,1016014.19,0.08,21-08-2025
2644,40,10,US,91868.41,0.1,22-03-2025
2645,14,85,LATAM,144996.27,0.07,09-06-2025
2646,25,84,Europe,90410.47,0.09,01-01-2025
2647,50,8,LATAM,100008.47,0.09,14-11-2024
2648,22,36,MENA,249504.73,0.05,20-08-2025
2649,30,93,Asia,18472.99,0.13,08-07-2025
2650,20,76,LATAM,461635.96,0.08,29-05-2024
2651,21,14,Asia,1708733.19,0.08,30-05-2024
2652,44,54,Europe,1761823.4,0.08,25-04-2025
2653,32,85,LATAM,438887.9,0.14,12-11-2024
2654,46,86,LATAM,220593.55,0.06,09-09-2025
2655,49,21,Europe,272661.74,0.08,17-12-2024
2656,21,50,Europe,674155.19,0.05,25-10-2024
2657,35,94,US,811735.59,0.08,12-01-2025
2658,32,39,MENA,48794.49,0.09,09-01-2024
2659,30,20,LATAM,25123.92,0.05,14-06-2025
2660,39,88,LATAM,22348.69,0.1,23-08-2025
2661,49,87,Europe,251112.24,0.09,28-05-2024
2662,12,7,Europe,3886530.6,0.07,28-02-2024
2663,41,9,MENA,17313.23,0.05,31-08-2024
2664,47,1,Europe,255365.27,0.1,03-06-2025
2665,18,26,Asia,223484.01,0.05,26-07-2025
2666,21,38,Asia,359935.43,0.11,25-02-2024
2667,13,38,Asia,443505.5,0.06,08-03-2025
2668,21,61,Asia,507819.6,0.09,18-12-2024
2669,8,44,MENA,2419253.51,0.06,19-07-2024
2670,46,86,LATAM,427883.16,0.09,24-07-2024
2671,40,44,Asia,90930.53,0.11,25-07-2024
2672,46,74,Europe,616835.84,0.08,11-03-2024
2673,7,62,Asia,307472.78,0.07,15-12-2024
2674,23,6,MENA,232521.93,0.1,12-07-2024
2675,44,17,Europe,425053.55,0.04,02-05-2025
2676,32,51,Asia,38998.9,0.06,23-04-2025
2677,11,38,LATAM,50787.02,0.06,06-09-2025
2678,22,24,Europe,30753.21,0.11,05-12-2024
2679,22,51,Europe,109792.74,0.07,15-08-2025
2680,43,10,LATAM,7887.1,0.05,02-08-2025
2681,25,72,Europe,617004.98,0.06,09-12-2024
2682,22,21,Asia,111604.86,0.07,22-09-2025
2683,28,70,Europe,409841.41,0.06,02-11-2024
2684,29,85,Asia,122345.06,0.09,04-03-2025
2685,13,57,LATAM,240698.46,0.05,02-12-2024
2686,18,39,US,132409.69,0.08,15-06-2024
2687,2,88,LATAM,1709675.77,0.13,17-04-2024
2688,29,33,Asia,21064.76,0.12,10-04-2025
2689,21,59,MENA,65260.87,0.08,13-02-2024
2690,15,18,LATAM,643519.87,0.09,22-05-2025
2691,27,56,MENA,445853.07,0.11,12-08-2024
2692,50,92,MENA,180146.52,0.04,04-01-2024
2693,31,57,Asia,357304.58,0.03,16-08-2024
2694,15,96,Asia,402608.29,0.08,23-08-2024
2695,23,76,US,372195.1,0.07,22-04-2025
2696,24,48,Europe,55069.81,0.08,30-09-2025
2697,44,42,LATAM,1893997.93,0.11,06-08-2024
2698,13,27,Asia,2545456.81,0.07,01-09-2024
2699,22,74,LATAM,198897.46,0.07,07-05-2025
2700,43,52,MENA,55118.53,0.07,05-12-2024
2701,37,42,Europe,51273.88,0.05,19-01-2025
2702,33,32,US,57705.71,0.09,29-07-2024
2703,3,26,LATAM,375814.2,0.09,13-02-2025
2704,19,25,Europe,485972.04,0.05,07-07-2024
2705,23,75,US,155714.32,0.1,07-01-2024
2706,29,23,LATAM,1135186.34,0.09,06-01-2025
2707,30,98,Europe,56821.1,0.07,11-01-2024
2708,39,57,Asia,302392.4,0.12,16-03-2024
2709,44,52,LATAM,917997.27,0.11,01-01-2025
2710,47,87,Europe,165260.29,0.07,31-01-2024
2711,25,93,US,234919.93,0.08,22-07-2025
2712,37,31,Europe,175382.68,0.09,27-04-2024
2713,47,64,Asia,135014.41,0.05,25-05-2024
2714,8,71,LATAM,2841536.3,0.05,24-10-2024
2715,42,33,LATAM,673339.68,0.06,26-03-2025
2716,16,85,LATAM,85407.25,0.06,18-07-2024
2717,8,2,Asia,467620.8,0.06,08-10-2025
2718,1,18,US,330880.35,0.1,22-08-2025
2719,44,47,LATAM,163100.71,0.07,03-01-2025
2720,5,33,US,209949.2,0.05,14-02-2024
2721,3,98,Europe,321988.07,0.1,31-01-2024
2722,1,84,US,345369.75,0.11,22-07-2024
2723,4,35,US,69849.66,0.03,21-07-2024
2724,40,51,LATAM,125218.12,0.11,17-10-2024
2725,35,18,MENA,472139.8,0.07,27-06-2024
2726,32,88,MENA,140565.8,0.08,12-08-2024
2727,42,72,Asia,507380.1,0.02,25-09-2024
2728,34,30,Asia,410454.55,0.1,27-06-2024
2729,43,44,MENA,45378.75,0.07,13-12-2024
2730,25,53,Europe,494094.5,0.07,21-07-2025
2731,10,10,LATAM,1140628.87,0.06,08-09-2024
2732,21,87,LATAM,511523.63,0.03,01-07-2024
2733,46,52,Europe,2932949.63,0.1,19-07-2024
2734,39,49,Europe,3019337.27,0.09,23-01-2024
2735,27,11,MENA,173553.05,0.09,29-06-2024
2736,27,66,Asia,201257.44,0.09,25-09-2024
2737,2,58,Europe,1790310.2,0.08,13-04-2024
2738,41,90,Asia,59644.62,0.09,22-01-2024
2739,48,36,US,501042.93,0.09,20-05-2024
2740,13,33,LATAM,660493.73,0.09,23-01-2025
2741,9,47,MENA,1741867.97,0.07,23-04-2024
2742,36,13,LATAM,837935.43,0.09,12-12-2024
2743,22,40,MENA,75770.78,0.07,03-08-2024
2744,42,89,US,281175.13,0.07,08-11-2024
2745,26,68,LATAM,650520.99,0.07,12-04-2025
2746,12,42,US,134908,0.06,02-09-2024
2747,17,19,MENA,463737.03,0.11,13-01-2025
2748,14,82,Europe,206437.14,0.09,16-01-2025
2749,14,94,LATAM,446970.42,0.08,24-06-2024
2750,34,19,US,1030126.26,0.05,23-06-2025
2751,20,58,LATAM,312387.62,0.07,30-09-2025
2752,11,23,LATAM,38595.88,0.08,20-03-2025
2753,16,54,LATAM,291204.54,0.12,07-03-2024
2754,31,80,Asia,430693.95,0.06,01-05-2024
2755,6,65,US,32153.49,0.07,27-05-2024
2756,19,12,US,273019.13,0.09,13-05-2024
2757,37,24,LATAM,272625.52,0.09,13-07-2024
2758,4,34,Europe,689431.24,0.1,15-07-2024
2759,47,53,LATAM,220664.54,0.05,29-06-2025
2760,4,8,Asia,124875.59,0.11,22-01-2025
2761,20,18,MENA,214865.21,0.06,18-01-2025
2762,10,57,Asia,326336.35,0.09,21-11-2024
2763,24,5,Europe,255979.16,0.04,05-09-2025
2764,35,26,LATAM,474818.71,0.06,15-03-2025
2765,26,30,US,587437.38,0.09,07-09-2024
2766,37,54,LATAM,429683.86,0.07,17-02-2024
2767,38,13,Europe,65913.19,0.07,22-09-2025
2768,21,83,US,1598854.76,0.13,24-08-2025
2769,40,29,Asia,357931.03,0.08,12-07-2024
2770,39,3,MENA,637332.79,0.07,02-07-2025
2771,21,90,MENA,229628.02,0.1,28-10-2024
2772,10,58,LATAM,1518123.75,0.04,01-06-2024
2773,38,76,Asia,99058.47,0.08,01-12-2024
2774,46,2,Europe,371167.96,0.1,10-09-2024
2775,4,75,MENA,420213.45,0.05,24-02-2024
2776,45,28,Asia,310604.89,0.12,06-10-2025
2777,20,82,LATAM,211968.1,0.08,13-10-2024
2778,17,77,US,73396.34,0.07,09-05-2024
2779,7,86,LATAM,129073.15,0.1,04-06-2025
2780,4,76,LATAM,1448483.11,0.1,21-08-2025
2781,29,2,Asia,204299.12,0.1,15-05-2025
2782,14,7,MENA,165627.23,0.06,02-08-2024
2783,3,26,Asia,407004.81,0.09,24-03-2024
2784,24,90,US,163505.46,0.07,26-04-2025
2785,37,88,Asia,461433.42,0.08,21-09-2025
2786,16,76,Europe,7128.13,0.07,07-03-2024
2787,4,16,LATAM,652276.87,0.05,20-06-2024
2788,24,23,MENA,847912.62,0.11,04-06-2025
2789,34,40,US,144785.42,0.09,01-02-2025
2790,30,60,LATAM,112169.46,0.11,05-06-2025
2791,18,73,Asia,1131851.64,0.06,18-01-2025
2792,19,32,Europe,607684.76,0.09,25-05-2025
2793,31,15,Asia,1020324.83,0.08,15-06-2025
2794,19,13,LATAM,547799.13,0.1,20-04-2025
2795,49,5,US,1659593.8,0.1,02-07-2024
2796,46,75,MENA,797878.2,0.07,25-11-2024
2797,19,74,LATAM,1055008.77,0.09,17-01-2025
2798,22,52,US,277272.34,0.07,22-06-2025
2799,24,77,LATAM,126650.5,0.08,09-05-2025
2800,45,41,Europe,980584.92,0.03,21-05-2025
2801,12,53,Asia,326123.01,0.09,30-04-2025
2802,30,50,MENA,37260.08,0.07,01-10-2024
2803,38,15,US,131399.28,0.12,18-08-2025
2804,31,7,MENA,911987.3,0.1,14-02-2025
2805,36,40,MENA,2147915.74,0.09,20-08-2025
2806,19,28,MENA,399083.63,0.08,07-02-2024
2807,48,32,US,103221.99,0.07,31-07-2024
2808,45,99,US,720316.59,0.06,12-08-2024
2809,36,15,MENA,290935.12,0.12,26-07-2024
2810,30,100,Asia,6686.4,0.08,07-04-2025
2811,49,85,LATAM,254004.07,0.07,28-08-2024
2812,33,70,MENA,76561,0.07,09-02-2025
2813,18,65,Europe,143076.11,0.07,11-08-2024
2814,49,4,MENA,394016.3,0.09,09-11-2024
2815,28,11,US,45693.5,0.11,11-03-2025
2816,47,26,LATAM,173913.39,0.11,21-01-2025
2817,11,61,Europe,32787.54,0.08,08-08-2025
2818,45,37,LATAM,220260.09,0.05,09-06-2024
2819,33,23,LATAM,11065.02,0.09,18-01-2025
2820,17,93,Europe,277648.12,0.09,17-09-2024
2821,6,85,MENA,98671.39,0.07,17-07-2025
2822,4,91,MENA,1871103.41,0.11,27-03-2024
2823,20,40,MENA,1745426.51,0.04,17-05-2024
2824,48,77,Asia,34419.15,0.09,27-03-2024
2825,47,23,MENA,113928.38,0.15,29-10-2024
2826,27,16,Europe,192778.1,0.05,31-03-2025
2827,15,94,Asia,228804.49,0.07,15-06-2025
2828,6,61,MENA,9384.18,0.11,26-12-2024
2829,47,68,Asia,14685.59,0.05,23-08-2024
2830,14,80,Europe,819642.12,0.1,20-08-2025
2831,11,31,MENA,43742.58,0.08,12-02-2024
2832,39,53,US,671030.75,0.14,21-04-2025
2833,9,25,Europe,1006403.84,0.07,08-06-2025
2834,26,44,LATAM,291880.31,0.07,28-09-2025
2835,16,12,LATAM,204428.48,0.1,10-12-2024
2836,5,90,Europe,168093.47,0.09,12-03-2025
2837,10,97,LATAM,1172142.76,0.08,06-04-2025
2838,50,92,Europe,43229.97,0.12,23-04-2025
2839,3,9,US,215323.84,0.08,18-03-2025
2840,13,12,Europe,388833.64,0.12,22-02-2025
2841,43,69,MENA,10620.18,0.11,11-01-2025
2842,49,54,MENA,17145.51,0.06,24-05-2025
2843,30,54,Asia,65568.23,0.09,20-11-2024
2844,45,28,LATAM,964654.69,0.09,06-10-2024
2845,6,56,LATAM,399235.81,0.06,26-01-2025
2846,17,99,Europe,174364.13,0.11,26-01-2024
2847,45,69,LATAM,97324.56,0.05,02-07-2024
2848,19,98,MENA,998492.25,0.08,28-03-2025
2849,42,98,US,419495.93,0.06,27-08-2024
2850,35,77,Europe,2419557.03,0.1,28-09-2024
2851,46,58,LATAM,68899.92,0.12,18-03-2024
2852,26,78,MENA,936436.06,0.13,02-01-2025
2853,5,75,Asia,419838.15,0.11,25-03-2024
2854,29,42,LATAM,269581.09,0.1,28-10-2024
2855,37,38,US,182586.8,0.11,28-05-2025
2856,20,68,US,544251.65,0.06,09-06-2025
2857,49,53,LATAM,357826.59,0.11,13-07-2025
2858,21,33,LATAM,605766.04,0.12,21-03-2024
2859,10,71,MENA,387929.36,0.1,10-10-2024
2860,5,56,LATAM,41919.38,0.07,21-08-2024
2861,36,72,Asia,1016535.33,0.09,10-04-2024
2862,6,51,MENA,110740.64,0.09,01-05-2024
2863,26,74,Europe,129092.44,0.06,14-03-2024
2864,4,43,Asia,295629.86,0.1,03-01-2025
2865,39,15,MENA,288349.6,0.11,09-02-2024
2866,39,38,MENA,210852.05,0.06,13-07-2025
2867,50,15,US,247463.35,0.06,24-07-2024
2868,35,5,MENA,468452.28,0.1,07-12-2024
2869,1,93,Asia,74544.65,0.05,20-07-2024
2870,24,83,LATAM,73490.18,0.05,03-12-2024
2871,36,54,Asia,1937968.51,0.09,13-09-2024
2872,6,51,Europe,1222219.89,0.04,05-11-2024
2873,41,10,MENA,306615.97,0.1,08-10-2024
2874,46,12,MENA,1405745,0.07,14-07-2024
2875,44,4,MENA,1242741.5,0.08,10-09-2025
2876,31,95,MENA,663635.02,0.12,21-05-2024
2877,20,18,US,138905.2,0.04,10-07-2025
2878,24,80,US,1717102.55,0.05,24-09-2024
2879,25,36,LATAM,1305664.34,0.09,09-01-2024
2880,36,25,MENA,3003788.93,0.04,02-11-2024
2881,21,87,Europe,97516.87,0.11,15-10-2024
2882,30,76,LATAM,69248.17,0.11,20-12-2024
2883,24,98,MENA,71483.13,0.05,17-02-2025
2884,44,36,US,1136940.5,0.1,19-02-2025
2885,42,67,Europe,639329.43,0.08,16-08-2025
2886,30,9,LATAM,1954.44,0.11,13-01-2024
2887,22,61,Europe,3047.33,0.08,28-04-2025
2888,28,53,MENA,479496.23,0.09,08-06-2025
2889,7,18,Asia,83208.16,0.13,01-06-2024
2890,35,43,Europe,422306.58,0.11,11-02-2025
2891,28,35,Europe,298580.02,0.07,21-08-2024
2892,14,63,US,657870.37,0.06,20-08-2024
2893,10,98,MENA,484820.87,0.06,02-08-2024
2894,16,78,Europe,105738.81,0.07,30-04-2025
2895,16,4,MENA,724544.15,0.1,27-08-2024
2896,31,93,US,335636.32,0.09,12-06-2025
2897,42,41,MENA,1202267.09,0.08,24-08-2025
2898,25,45,US,341702.35,0.1,19-07-2025
2899,13,50,US,884805.12,0.05,24-04-2025
2900,6,79,LATAM,59552.77,0.1,17-04-2025
2901,44,28,MENA,1716549.49,0.08,14-12-2024
2902,9,42,Asia,251964.09,0.04,28-03-2024
2903,45,80,LATAM,121819.2,0.06,16-11-2024
2904,36,76,US,893883.73,0.08,11-07-2024
2905,43,69,Asia,7368.68,0.09,15-03-2025
2906,20,98,Europe,10141.12,0.05,03-03-2025
2907,18,1,Europe,207879.54,0.06,02-08-2024
2908,43,39,LATAM,81690.55,0.1,25-03-2025
2909,21,96,Asia,742448.97,0.06,05-04-2025
2910,4,90,MENA,645534.97,0.07,25-07-2025
2911,50,17,Asia,28434.61,0.07,31-01-2024
2912,33,91,LATAM,154671.55,0.09,18-01-2025
2913,27,88,MENA,26988.49,0.14,22-05-2024
2914,7,35,MENA,56411.12,0.12,14-08-2025
2915,6,46,Europe,444438.06,0.08,11-05-2024
2916,15,42,Asia,277195.12,0.05,08-11-2024
2917,18,39,MENA,513813.77,0.03,10-01-2024
2918,32,90,LATAM,54396.41,0.08,26-05-2025
2919,11,49,Europe,76792.61,0.03,29-12-2024
2920,20,62,MENA,356608.9,0.1,13-12-2024
2921,24,38,Asia,71046.72,0.13,18-08-2024
2922,15,23,Europe,56094.45,0.08,05-03-2025
2923,48,22,Asia,717394.2,0.1,11-03-2025
2924,7,4,Asia,61143.33,0.05,17-02-2025
2925,21,49,Asia,557812.05,0.06,04-07-2025
2926,42,59,Europe,388942.85,0.1,02-11-2024
2927,26,73,MENA,84706.66,0.09,29-11-2024
2928,44,68,US,1547296.9,0.1,24-08-2025
2929,14,71,MENA,1719091.22,0.11,24-01-2024
2930,37,87,Europe,180014.22,0.08,04-08-2025
2931,21,2,US,689008.97,0.11,02-02-2024
2932,18,49,US,686573.85,0.09,22-05-2024
2933,5,88,US,13065.09,0.06,06-06-2024
2934,3,95,LATAM,232850.91,0.1,04-12-2024
2935,23,31,Europe,465384.02,0.1,04-08-2025
2936,26,40,LATAM,2411665.27,0.09,06-10-2025
2937,37,48,US,284253.38,0.12,09-09-2025
2938,24,51,LATAM,421970.34,0.09,14-09-2025
2939,49,43,LATAM,249186.01,0.11,10-08-2025
2940,19,98,Europe,475102.58,0.07,04-02-2025
2941,25,55,Asia,578306.55,0.02,25-01-2025
2942,21,88,LATAM,2413389.18,0.06,28-07-2024
2943,12,49,LATAM,1110385.95,0.05,04-02-2025
2944,41,90,US,1477.92,0.04,06-03-2024
2945,33,80,US,83090.9,0.1,01-07-2025
2946,50,57,US,41883.99,0.06,30-01-2025
2947,4,77,MENA,344523.25,0.11,11-07-2024
2948,42,15,LATAM,1377424.1,0.13,01-05-2025
2949,7,27,US,59004.39,0.04,21-04-2024
2950,22,68,Europe,15549.07,0.08,02-12-2024
2951,33,80,MENA,7558.79,0.1,06-08-2025
2952,17,64,Asia,26411.3,0.05,07-04-2025
2953,24,94,LATAM,318946.97,0.1,07-11-2024
2954,34,30,LATAM,2990454.65,0.11,05-04-2024
2955,28,36,Europe,2309390.67,0.08,24-06-2024
2956,43,67,Asia,168891.94,0.06,16-04-2024
2957,41,86,Asia,81456.55,0.05,20-07-2025
2958,39,86,MENA,1091857.52,0.04,30-06-2024
2959,22,49,LATAM,46959.08,0.09,02-02-2024
2960,49,76,US,2839232.2,0.06,09-09-2025
2961,17,55,Europe,341480.43,0.12,15-05-2025
2962,34,85,Europe,1270978.66,0.11,28-01-2024
2963,6,56,Europe,66877.31,0.07,10-07-2024
2964,46,68,Europe,1249724.6,0.1,22-07-2024
2965,6,95,US,47501.43,0.14,12-03-2024
2966,34,44,US,535603.99,0.08,30-01-2025
2967,1,31,MENA,557153.73,0.1,17-10-2024
2968,10,58,LATAM,1963794.3,0.1,29-07-2024
2969,21,87,US,172925.18,0.11,26-08-2024
2970,5,53,MENA,497515.37,0.07,25-10-2024
2971,2,84,Asia,2135825.33,0.12,20-06-2025
2972,22,79,LATAM,12532.07,0.09,12-03-2024
2973,48,23,US,1792668.14,0.09,10-04-2025
2974,2,28,Asia,263257.86,0.07,28-02-2024
2975,10,16,MENA,1816693.93,0.08,12-01-2025
2976,34,37,US,538337.67,0.07,14-06-2025
2977,16,21,US,159449.72,0.06,12-01-2024
2978,48,79,Asia,470081.79,0.08,24-06-2024
2979,39,17,US,96144.59,0.07,30-11-2024
2980,22,37,Europe,174536.02,0.08,24-02-2025
2981,12,77,US,2443738.68,0.1,04-02-2025
2982,24,19,LATAM,331667.14,0.05,09-06-2024
2983,47,30,Asia,217336.41,0.12,23-04-2024
2984,40,45,LATAM,515930,0.1,12-05-2024
2985,38,18,MENA,200231.22,0.11,03-07-2025
2986,10,78,LATAM,394071.33,0.1,04-03-2025
2987,35,62,Europe,996589.14,0.08,04-05-2025
2988,49,36,Europe,78014.81,0.05,11-03-2024
2989,32,100,LATAM,150452.53,0.12,02-02-2025
2990,7,84,MENA,28694.09,0.08,30-07-2024
2991,21,52,US,312443.18,0.09,13-05-2024
2992,20,19,Europe,413032.78,0.07,29-07-2024
2993,26,44,LATAM,819115.32,0.09,13-11-2024
2994,4,7,LATAM,166500.54,0.08,18-03-2025
2995,46,44,LATAM,1279047.11,0.08,01-05-2025
2996,22,68,US,133331.3,0.09,11-06-2024
2997,15,34,Asia,326323.07,0.07,10-09-2025
2998,40,66,MENA,1813187.43,0.1,11-08-2025
2999,21,69,Asia,1147802.93,0.08,13-11-2024
3000,15,55,MENA,30622.17,0.1,24-08-2025
3001,22,10,MENA,74489.26,0.1,26-07-2024
3002,28,96,LATAM,778023.37,0.07,29-05-2025
3003,14,42,Europe,1518242.59,0.1,14-04-2025
3004,27,41,LATAM,140899.16,0.11,09-10-2024
3005,41,77,US,300182.54,0.1,25-07-2024
3006,40,69,MENA,705161.26,0.12,08-01-2024
3007,28,10,Europe,628213.56,0.06,26-05-2024
3008,26,10,MENA,1187903.92,0.09,01-04-2025
3009,49,91,MENA,1742390.01,0.05,06-03-2024
3010,2,60,LATAM,531276.26,0.1,12-02-2025
3011,25,51,Europe,83899.72,0.1,11-09-2025
3012,3,21,Europe,77169.87,0.1,09-09-2024
3013,8,8,MENA,1031415.74,0.08,22-06-2025
3014,44,65,Europe,74742.65,0.11,02-12-2024
3015,33,92,Europe,8446.51,0.07,05-08-2025
3016,42,78,LATAM,2251375.41,0.07,17-05-2025
3017,35,85,Asia,549623.57,0.09,16-04-2025
3018,6,30,US,25161.65,0.09,18-04-2025
3019,39,85,Asia,439264.73,0.09,12-08-2025
3020,23,49,Europe,41048.94,0.05,10-02-2024
3021,25,9,MENA,470631.75,0.11,03-04-2024
3022,50,17,US,52072.22,0.07,21-10-2024
3023,43,69,US,26718.25,0.1,12-04-2025
3024,19,58,MENA,272309.61,0.05,21-12-2024
3025,5,57,US,325693.14,0.08,31-10-2024
3026,11,62,MENA,141682.25,0.1,04-02-2025
3027,12,95,US,1786235.23,0.1,19-09-2025
3028,10,52,Asia,1802852.72,0.06,28-06-2024
3029,8,61,US,803234.77,0.09,01-03-2025
3030,24,40,LATAM,705391.85,0.09,12-09-2024
3031,28,38,MENA,59722.02,0.09,02-07-2024
3032,41,43,US,53235.97,0.11,24-09-2025
3033,36,63,MENA,322514.49,0.04,18-03-2025
3034,37,19,LATAM,66376.53,0.07,13-04-2025
3035,21,100,US,38047.94,0.1,28-01-2025
3036,8,50,US,226956.77,0.12,06-07-2024
3037,9,33,LATAM,662121.68,0.11,05-08-2025
3038,47,13,LATAM,59745.98,0.07,07-04-2024
3039,15,78,LATAM,117310.27,0.06,06-02-2025
3040,48,97,MENA,407343.5,0.06,14-02-2024
3041,46,62,LATAM,2268623.1,0.02,02-09-2024
3042,40,93,MENA,351181.61,0.1,10-06-2024
3043,18,43,Asia,38713.61,0.07,07-10-2024
3044,42,49,US,180747.09,0.08,05-10-2025
3045,20,36,US,380498.82,0.06,04-07-2025
3046,6,10,Europe,25323.63,0.07,25-10-2024
3047,12,95,Asia,1769447.4,0.05,09-03-2024
3048,2,6,LATAM,196087.29,0.06,10-08-2024
3049,7,57,LATAM,31975.42,0.06,20-05-2025
3050,16,1,Asia,239181.48,0.06,25-02-2025
3051,3,71,LATAM,1861039.58,0.1,20-07-2025
3052,45,58,Europe,803498.47,0.11,04-05-2024
3053,3,91,MENA,426168.95,0.1,12-01-2025
3054,27,21,US,304548.69,0.07,19-03-2024
3055,50,92,Asia,421618.77,0.06,17-04-2024
3056,43,80,US,85545.41,0.08,31-05-2025
3057,40,56,MENA,167791.3,0.09,29-11-2024
3058,38,87,Asia,279226.41,0.06,23-02-2025
3059,33,20,MENA,32391.92,0.08,06-04-2025
3060,28,54,LATAM,105619.83,0.09,17-06-2024
3061,1,25,LATAM,124268.26,0.09,15-09-2024
3062,8,28,LATAM,274692.48,0.12,31-07-2024
3063,37,5,MENA,138807.26,0.07,02-06-2025
3064,32,21,MENA,205572.6,0.08,15-02-2024
3065,48,18,MENA,5318777.1,0.02,18-04-2025
3066,43,47,US,418485.69,0.12,28-01-2024
3067,37,70,MENA,88494.02,0.08,15-03-2024
3068,4,57,LATAM,1297582.68,0.09,17-04-2025
3069,30,93,Europe,200787.4,0.09,25-01-2025
3070,6,19,MENA,272966.75,0.05,17-12-2024
3071,46,97,Europe,2537560.77,0.07,12-02-2025
3072,19,65,LATAM,1348587.33,0.12,18-07-2024
3073,32,3,MENA,180468.75,0.11,10-02-2025
3074,9,42,US,144926.68,0.08,08-02-2024
3075,12,21,US,639580.76,0.09,11-01-2024
3076,11,99,Europe,71569.87,0.11,13-09-2024
3077,46,40,US,277034.35,0.1,27-04-2024
3078,16,67,US,161381.54,0.06,19-05-2024
3079,1,25,US,161508.95,0.05,30-11-2024
3080,45,55,LATAM,17027.43,0.08,20-04-2025
3081,21,84,US,79209.84,0.08,11-05-2025
3082,30,52,Asia,12160.84,0.06,17-04-2025
3083,13,44,MENA,414613.87,0.07,10-03-2024
3084,34,98,US,297128.91,0.08,25-03-2024
3085,4,85,US,2307520.36,0.07,15-07-2025
3086,28,56,US,320669.25,0.1,05-09-2024
3087,38,55,Asia,21624.29,0.06,24-03-2025
3088,31,87,US,586977.88,0.08,23-05-2024
3089,27,70,US,143236.16,0.04,27-04-2025
3090,5,77,MENA,126509.53,0.09,12-10-2024
3091,25,87,Asia,57893.86,0.07,14-06-2024
3092,3,73,Asia,107394.98,0.09,23-06-2024
3093,33,81,US,90832.94,0.07,19-01-2024
3094,4,66,Asia,1492895.96,0.1,13-09-2025
3095,25,19,Europe,4639290.31,0.08,12-04-2024
3096,20,83,Asia,217534.38,0.11,30-06-2024
3097,34,7,Asia,539018.25,0.09,28-10-2024
3098,26,63,Asia,1183713.63,0.09,07-05-2024
3099,5,42,LATAM,590220.62,0.04,01-07-2025
3100,35,42,LATAM,364706.25,0.12,04-02-2025
3101,28,59,LATAM,35218.17,0.06,21-06-2024
3102,29,20,Asia,59889.47,0.11,20-03-2024
3103,9,73,Europe,217006.14,0.09,12-01-2024
